Time FVT_juv_0_Migrating_Biomass(tonnes) FVT_juv_0_Total_biomass(tonnes) FVT_juv_0_Prop_Migrating FVT_ad_0_Migrating_Biomass(tonnes) FVT_ad_0_Total_biomass(tonnes) FVT_ad_0_Prop_Migrating SB_juv_0_Migrating_Biomass(tonnes) SB_juv_0_Total_biomass(tonnes) SB_juv_0_Prop_Migrating SB_ad_0_Migrating_Biomass(tonnes) SB_ad_0_Total_biomass(tonnes) SB_ad_0_Prop_Migrating WHB_juv_0_Migrating_Biomass(tonnes) WHB_juv_0_Total_biomass(tonnes) WHB_juv_0_Prop_Migrating WHB_ad_0_Migrating_Biomass(tonnes) WHB_ad_0_Total_biomass(tonnes) WHB_ad_0_Prop_Migrating
2.070000e+02 2.105275e+04 1.274372e+04 1.652009e+00 1.089235e+03 6.780959e+02 1.606315e+00 1.189878e+02 6.041534e+01 1.969496e+00 0.000000e+00 2.746562e+01 0.000000e+00 0.000000e+00 4.789287e+02 0.000000e+00 0.000000e+00 8.969791e+02 0.000000e+00
2.080000e+02 2.118921e+04 1.274384e+04 1.662703e+00 1.097448e+03 6.780546e+02 1.618524e+00 1.189878e+02 6.041531e+01 1.969497e+00 0.000000e+00 2.746515e+01 0.000000e+00 0.000000e+00 4.789308e+02 0.000000e+00 0.000000e+00 8.969804e+02 0.000000e+00
2.090000e+02 2.132569e+04 1.274395e+04 1.673397e+00 1.105658e+03 6.780147e+02 1.630728e+00 1.189878e+02 6.041528e+01 1.969498e+00 0.000000e+00 2.746469e+01 0.000000e+00 0.000000e+00 4.789329e+02 0.000000e+00 0.000000e+00 8.969817e+02 0.000000e+00
2.100000e+02 2.146217e+04 1.274406e+04 1.684092e+00 1.113865e+03 6.779760e+02 1.642927e+00 1.189878e+02 6.041525e+01 1.969499e+00 0.000000e+00 2.746422e+01 0.000000e+00 0.000000e+00 4.789350e+02 0.000000e+00 0.000000e+00 8.969830e+02 0.000000e+00
2.110000e+02 2.159865e+04 1.274416e+04 1.694788e+00 1.122070e+03 6.779387e+02 1.655120e+00 1.189878e+02 6.041522e+01 1.969500e+00 0.000000e+00 2.746375e+01 0.000000e+00 0.000000e+00 4.789371e+02 0.000000e+00 0.000000e+00 8.969842e+02 0.000000e+00
2.120000e+02 2.173515e+04 1.274427e+04 1.705485e+00 1.130272e+03 6.779026e+02 1.667307e+00 1.189878e+02 6.041519e+01 1.969501e+00 0.000000e+00 2.746328e+01 0.000000e+00 0.000000e+00 4.789392e+02 0.000000e+00 0.000000e+00 8.969855e+02 0.000000e+00
2.130000e+02 2.187165e+04 1.274437e+04 1.716182e+00 1.138471e+03 6.778678e+02 1.679489e+00 1.189878e+02 6.041516e+01 1.969502e+00 0.000000e+00 2.746281e+01 0.000000e+00 0.000000e+00 4.789414e+02 0.000000e+00 0.000000e+00 8.969868e+02 0.000000e+00
2.140000e+02 2.200816e+04 1.274446e+04 1.726880e+00 1.146668e+03 6.778344e+02 1.691665e+00 1.189878e+02 6.041513e+01 1.969503e+00 0.000000e+00 2.746234e+01 0.000000e+00 0.000000e+00 4.789435e+02 0.000000e+00 0.000000e+00 8.969881e+02 0.000000e+00
2.150000e+02 2.214467e+04 1.274456e+04 1.737579e+00 1.154863e+03 6.778022e+02 1.703835e+00 1.189878e+02 6.041510e+01 1.969504e+00 0.000000e+00 2.746187e+01 0.000000e+00 0.000000e+00 4.789457e+02 0.000000e+00 0.000000e+00 8.969894e+02 0.000000e+00
2.160000e+02 2.228119e+04 1.274465e+04 1.748279e+00 1.163055e+03 6.777713e+02 1.715999e+00 1.189878e+02 6.041507e+01 1.969505e+00 0.000000e+00 2.746140e+01 0.000000e+00 0.000000e+00 4.789479e+02 0.000000e+00 0.000000e+00 8.969908e+02 0.000000e+00
2.170000e+02 2.241772e+04 1.274473e+04 1.758980e+00 1.171244e+03 6.777418e+02 1.728157e+00 1.189878e+02 6.041504e+01 1.969506e+00 0.000000e+00 2.746092e+01 0.000000e+00 0.000000e+00 4.789500e+02 0.000000e+00 0.000000e+00 8.969921e+02 0.000000e+00
2.180000e+02 2.255426e+04 1.274482e+04 1.769681e+00 1.179431e+03 6.777135e+02 1.740309e+00 1.189878e+02 6.041501e+01 1.969507e+00 0.000000e+00 2.746045e+01 0.000000e+00 0.000000e+00 4.789522e+02 0.000000e+00 0.000000e+00 8.969934e+02 0.000000e+00
2.190000e+02 2.269080e+04 1.274490e+04 1.780383e+00 1.187615e+03 6.776865e+02 1.752455e+00 1.189878e+02 6.041498e+01 1.969508e+00 0.000000e+00 2.745998e+01 0.000000e+00 0.000000e+00 4.789544e+02 0.000000e+00 0.000000e+00 8.969947e+02 0.000000e+00
2.200000e+02 2.282735e+04 1.274497e+04 1.791087e+00 1.195797e+03 6.776608e+02 1.764595e+00 1.189878e+02 6.041495e+01 1.969509e+00 0.000000e+00 2.745951e+01 0.000000e+00 0.000000e+00 4.789566e+02 0.000000e+00 0.000000e+00 8.969961e+02 0.000000e+00
2.210000e+02 2.296391e+04 1.274505e+04 1.801791e+00 1.203976e+03 6.776364e+02 1.776729e+00 1.189878e+02 6.041492e+01 1.969510e+00 0.000000e+00 2.745904e+01 0.000000e+00 0.000000e+00 4.673198e+02 0.000000e+00 0.000000e+00 8.287514e+02 0.000000e+00
2.220000e+02 2.310048e+04 1.274512e+04 1.812496e+00 1.212153e+03 6.776132e+02 1.788856e+00 1.189878e+02 6.041489e+01 1.969511e+00 0.000000e+00 2.745857e+01 0.000000e+00 0.000000e+00 4.673220e+02 0.000000e+00 0.000000e+00 8.287527e+02 0.000000e+00
2.230000e+02 2.323705e+04 1.274518e+04 1.823203e+00 1.220327e+03 6.775912e+02 1.800977e+00 1.189878e+02 6.041486e+01 1.969512e+00 0.000000e+00 2.745811e+01 0.000000e+00 0.000000e+00 4.673242e+02 0.000000e+00 0.000000e+00 8.287541e+02 0.000000e+00
2.240000e+02 2.337363e+04 1.274524e+04 1.833910e+00 1.228498e+03 6.775706e+02 1.813092e+00 1.189878e+02 6.041483e+01 1.969513e+00 0.000000e+00 2.745764e+01 0.000000e+00 0.000000e+00 4.673264e+02 0.000000e+00 0.000000e+00 8.287554e+02 0.000000e+00
2.250000e+02 2.351021e+04 1.274530e+04 1.844618e+00 1.236667e+03 6.775513e+02 1.825200e+00 1.189878e+02 6.041480e+01 1.969514e+00 0.000000e+00 2.745717e+01 0.000000e+00 0.000000e+00 4.673286e+02 0.000000e+00 0.000000e+00 8.287568e+02 0.000000e+00
2.260000e+02 2.364681e+04 1.274536e+04 1.855327e+00 1.244833e+03 6.775332e+02 1.837302e+00 1.189878e+02 6.041477e+01 1.969515e+00 0.000000e+00 2.745671e+01 0.000000e+00 0.000000e+00 4.673309e+02 0.000000e+00 0.000000e+00 8.287581e+02 0.000000e+00
2.270000e+02 2.378341e+04 1.274541e+04 1.866037e+00 1.252997e+03 6.775165e+02 1.849397e+00 1.189878e+02 6.041474e+01 1.969516e+00 0.000000e+00 2.745624e+01 0.000000e+00 0.000000e+00 4.673331e+02 0.000000e+00 0.000000e+00 8.287595e+02 0.000000e+00
2.280000e+02 2.392001e+04 1.274546e+04 1.876748e+00 1.261158e+03 6.775010e+02 1.861486e+00 1.189878e+02 6.041471e+01 1.969517e+00 0.000000e+00 2.745578e+01 0.000000e+00 0.000000e+00 4.673354e+02 0.000000e+00 0.000000e+00 8.287608e+02 0.000000e+00
2.290000e+02 2.405663e+04 1.274550e+04 1.887461e+00 1.269317e+03 6.774868e+02 1.873567e+00 1.189878e+02 6.041468e+01 1.969518e+00 0.000000e+00 2.745531e+01 0.000000e+00 0.000000e+00 4.673376e+02 0.000000e+00 0.000000e+00 8.287622e+02 0.000000e+00
2.300000e+02 2.419325e+04 1.274554e+04 1.898174e+00 1.277473e+03 6.774738e+02 1.885642e+00 1.189878e+02 6.041465e+01 1.969519e+00 0.000000e+00 2.745484e+01 0.000000e+00 0.000000e+00 4.673399e+02 0.000000e+00 0.000000e+00 8.287636e+02 0.000000e+00
2.310000e+02 2.432988e+04 1.274558e+04 1.908888e+00 1.285627e+03 6.774622e+02 1.897710e+00 1.189878e+02 6.041463e+01 1.969520e+00 0.000000e+00 2.745438e+01 0.000000e+00 0.000000e+00 4.673421e+02 0.000000e+00 0.000000e+00 8.287649e+02 0.000000e+00
2.320000e+02 2.446651e+04 1.274561e+04 1.919603e+00 1.293778e+03 6.774518e+02 1.909771e+00 1.189878e+02 6.041460e+01 1.969521e+00 0.000000e+00 2.745391e+01 0.000000e+00 0.000000e+00 4.673444e+02 0.000000e+00 0.000000e+00 8.287663e+02 0.000000e+00
2.330000e+02 2.460316e+04 1.274564e+04 1.930319e+00 1.301926e+03 6.774427e+02 1.921825e+00 1.189878e+02 6.041457e+01 1.969522e+00 0.000000e+00 2.745345e+01 0.000000e+00 0.000000e+00 4.673467e+02 0.000000e+00 0.000000e+00 8.287677e+02 0.000000e+00
2.340000e+02 2.473981e+04 1.274567e+04 1.941036e+00 1.310072e+03 6.774349e+02 1.933872e+00 1.189878e+02 6.041454e+01 1.969523e+00 0.000000e+00 2.745298e+01 0.000000e+00 0.000000e+00 4.673490e+02 0.000000e+00 0.000000e+00 8.287691e+02 0.000000e+00
2.350000e+02 2.487646e+04 1.274570e+04 1.951754e+00 1.318216e+03 6.774283e+02 1.945911e+00 1.189878e+02 6.041451e+01 1.969523e+00 0.000000e+00 2.745251e+01 0.000000e+00 0.000000e+00 4.673513e+02 0.000000e+00 0.000000e+00 8.287705e+02 0.000000e+00
2.360000e+02 2.501313e+04 1.274571e+04 1.962474e+00 1.326356e+03 6.774231e+02 1.957944e+00 1.189878e+02 6.041448e+01 1.969524e+00 0.000000e+00 2.745205e+01 0.000000e+00 0.000000e+00 4.673536e+02 0.000000e+00 0.000000e+00 8.287719e+02 0.000000e+00
2.370000e+02 2.514980e+04 1.274573e+04 1.973194e+00 1.334495e+03 6.774191e+02 1.969969e+00 1.189878e+02 6.041445e+01 1.969525e+00 0.000000e+00 2.745159e+01 0.000000e+00 0.000000e+00 4.673559e+02 0.000000e+00 0.000000e+00 8.287733e+02 0.000000e+00
2.380000e+02 2.528648e+04 1.274574e+04 1.983916e+00 1.342630e+03 6.774163e+02 1.981987e+00 1.189878e+02 6.041442e+01 1.969526e+00 0.000000e+00 2.745112e+01 0.000000e+00 0.000000e+00 4.673582e+02 0.000000e+00 0.000000e+00 8.287747e+02 0.000000e+00
2.390000e+02 2.542317e+04 1.274575e+04 1.994638e+00 1.350764e+03 6.774149e+02 1.993998e+00 1.189878e+02 6.041439e+01 1.969527e+00 0.000000e+00 2.745066e+01 0.000000e+00 0.000000e+00 4.673605e+02 0.000000e+00 0.000000e+00 8.287761e+02 0.000000e+00
2.400000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041436e+01 1.969528e+00 0.000000e+00 2.745020e+01 0.000000e+00 0.000000e+00 4.673629e+02 0.000000e+00 0.000000e+00 8.287775e+02 0.000000e+00
2.410000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041434e+01 1.969529e+00 0.000000e+00 2.744973e+01 0.000000e+00 0.000000e+00 4.673652e+02 0.000000e+00 0.000000e+00 8.287789e+02 0.000000e+00
2.420000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041431e+01 1.969530e+00 0.000000e+00 2.744927e+01 0.000000e+00 0.000000e+00 4.673675e+02 0.000000e+00 0.000000e+00 8.287803e+02 0.000000e+00
2.430000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041428e+01 1.969531e+00 0.000000e+00 2.744881e+01 0.000000e+00 0.000000e+00 4.673699e+02 0.000000e+00 0.000000e+00 8.287818e+02 0.000000e+00
2.440000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041425e+01 1.969532e+00 0.000000e+00 2.744835e+01 0.000000e+00 0.000000e+00 4.673722e+02 0.000000e+00 0.000000e+00 8.287832e+02 0.000000e+00
2.450000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041422e+01 1.969533e+00 0.000000e+00 2.744789e+01 0.000000e+00 0.000000e+00 4.673746e+02 0.000000e+00 0.000000e+00 8.287846e+02 0.000000e+00
2.460000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041419e+01 1.969534e+00 0.000000e+00 2.744742e+01 0.000000e+00 0.000000e+00 4.673769e+02 0.000000e+00 0.000000e+00 8.287860e+02 0.000000e+00
2.470000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041416e+01 1.969535e+00 0.000000e+00 2.744696e+01 0.000000e+00 0.000000e+00 4.673793e+02 0.000000e+00 0.000000e+00 8.287875e+02 0.000000e+00
2.480000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041413e+01 1.969536e+00 0.000000e+00 2.744650e+01 0.000000e+00 0.000000e+00 4.673817e+02 0.000000e+00 0.000000e+00 8.287889e+02 0.000000e+00
2.490000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041411e+01 1.969537e+00 0.000000e+00 2.744604e+01 0.000000e+00 0.000000e+00 4.673841e+02 0.000000e+00 0.000000e+00 8.287904e+02 0.000000e+00
2.500000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041408e+01 1.969538e+00 0.000000e+00 2.744558e+01 0.000000e+00 0.000000e+00 4.673865e+02 0.000000e+00 0.000000e+00 8.287918e+02 0.000000e+00
2.510000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041405e+01 1.969539e+00 0.000000e+00 2.744512e+01 0.000000e+00 0.000000e+00 4.673888e+02 0.000000e+00 0.000000e+00 8.287933e+02 0.000000e+00
2.520000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041402e+01 1.969539e+00 0.000000e+00 2.744466e+01 0.000000e+00 0.000000e+00 4.673912e+02 0.000000e+00 0.000000e+00 8.287947e+02 0.000000e+00
2.530000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041399e+01 1.969540e+00 0.000000e+00 2.744420e+01 0.000000e+00 0.000000e+00 4.673937e+02 0.000000e+00 0.000000e+00 8.287962e+02 0.000000e+00
2.540000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041396e+01 1.969541e+00 0.000000e+00 2.744374e+01 0.000000e+00 0.000000e+00 4.673961e+02 0.000000e+00 0.000000e+00 8.287976e+02 0.000000e+00
2.550000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041393e+01 1.969542e+00 0.000000e+00 2.744327e+01 0.000000e+00 0.000000e+00 4.673985e+02 0.000000e+00 0.000000e+00 8.287991e+02 0.000000e+00
2.560000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041390e+01 1.969543e+00 0.000000e+00 2.744281e+01 0.000000e+00 0.000000e+00 4.674009e+02 0.000000e+00 0.000000e+00 8.288006e+02 0.000000e+00
2.570000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041387e+01 1.969544e+00 0.000000e+00 2.744235e+01 0.000000e+00 0.000000e+00 4.674034e+02 0.000000e+00 0.000000e+00 8.288021e+02 0.000000e+00
2.580000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041384e+01 1.969545e+00 0.000000e+00 2.744189e+01 0.000000e+00 0.000000e+00 4.674058e+02 0.000000e+00 0.000000e+00 8.288036e+02 0.000000e+00
2.590000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041381e+01 1.969546e+00 0.000000e+00 2.744142e+01 0.000000e+00 0.000000e+00 4.674083e+02 0.000000e+00 0.000000e+00 8.288050e+02 0.000000e+00
2.600000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041378e+01 1.969547e+00 0.000000e+00 2.744096e+01 0.000000e+00 0.000000e+00 4.674108e+02 0.000000e+00 0.000000e+00 8.288065e+02 0.000000e+00
2.610000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041375e+01 1.969548e+00 0.000000e+00 2.744049e+01 0.000000e+00 0.000000e+00 4.674133e+02 0.000000e+00 0.000000e+00 8.288081e+02 0.000000e+00
2.620000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041373e+01 1.969549e+00 0.000000e+00 2.744003e+01 0.000000e+00 0.000000e+00 4.674157e+02 0.000000e+00 0.000000e+00 8.288096e+02 0.000000e+00
2.630000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041370e+01 1.969550e+00 0.000000e+00 2.743956e+01 0.000000e+00 0.000000e+00 4.674183e+02 0.000000e+00 0.000000e+00 8.288111e+02 0.000000e+00
2.640000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041367e+01 1.969551e+00 0.000000e+00 2.743910e+01 0.000000e+00 0.000000e+00 4.674208e+02 0.000000e+00 0.000000e+00 8.288126e+02 0.000000e+00
2.650000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041364e+01 1.969552e+00 0.000000e+00 2.743863e+01 0.000000e+00 0.000000e+00 4.674233e+02 0.000000e+00 0.000000e+00 8.288141e+02 0.000000e+00
2.660000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041361e+01 1.969553e+00 0.000000e+00 2.743817e+01 0.000000e+00 0.000000e+00 4.674258e+02 0.000000e+00 0.000000e+00 8.288157e+02 0.000000e+00
2.670000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041358e+01 1.969554e+00 0.000000e+00 2.743770e+01 0.000000e+00 0.000000e+00 4.674283e+02 0.000000e+00 0.000000e+00 8.288172e+02 0.000000e+00
2.680000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041355e+01 1.969555e+00 0.000000e+00 2.743724e+01 0.000000e+00 0.000000e+00 4.674309e+02 0.000000e+00 0.000000e+00 8.288187e+02 0.000000e+00
2.690000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041352e+01 1.969556e+00 0.000000e+00 2.743677e+01 0.000000e+00 0.000000e+00 4.674334e+02 0.000000e+00 0.000000e+00 8.288203e+02 0.000000e+00
2.700000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041349e+01 1.969557e+00 0.000000e+00 2.743631e+01 0.000000e+00 0.000000e+00 4.674360e+02 0.000000e+00 0.000000e+00 8.288218e+02 0.000000e+00
2.710000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041346e+01 1.969558e+00 0.000000e+00 2.743584e+01 0.000000e+00 0.000000e+00 4.674386e+02 0.000000e+00 0.000000e+00 8.288234e+02 0.000000e+00
2.720000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041343e+01 1.969559e+00 0.000000e+00 2.743538e+01 0.000000e+00 0.000000e+00 4.674412e+02 0.000000e+00 0.000000e+00 8.288250e+02 0.000000e+00
2.730000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041340e+01 1.969559e+00 0.000000e+00 2.743491e+01 0.000000e+00 0.000000e+00 4.674445e+02 0.000000e+00 0.000000e+00 8.288270e+02 0.000000e+00
2.740000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041338e+01 1.969560e+00 0.000000e+00 2.743445e+01 0.000000e+00 0.000000e+00 4.674479e+02 0.000000e+00 0.000000e+00 8.288290e+02 0.000000e+00
2.750000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041335e+01 1.969561e+00 0.000000e+00 2.743398e+01 0.000000e+00 0.000000e+00 4.674512e+02 0.000000e+00 0.000000e+00 8.288311e+02 0.000000e+00
2.760000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041332e+01 1.969562e+00 0.000000e+00 2.743351e+01 0.000000e+00 0.000000e+00 4.674546e+02 0.000000e+00 0.000000e+00 8.288331e+02 0.000000e+00
2.770000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041329e+01 1.969563e+00 0.000000e+00 2.743305e+01 0.000000e+00 0.000000e+00 4.674580e+02 0.000000e+00 0.000000e+00 8.288352e+02 0.000000e+00
2.780000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041326e+01 1.969564e+00 0.000000e+00 2.743257e+01 0.000000e+00 0.000000e+00 4.674614e+02 0.000000e+00 0.000000e+00 8.288372e+02 0.000000e+00
2.790000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041323e+01 1.969565e+00 0.000000e+00 2.743209e+01 0.000000e+00 0.000000e+00 4.674648e+02 0.000000e+00 0.000000e+00 8.288393e+02 0.000000e+00
2.800000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041320e+01 1.969566e+00 0.000000e+00 2.743162e+01 0.000000e+00 0.000000e+00 4.674683e+02 0.000000e+00 0.000000e+00 8.288414e+02 0.000000e+00
2.810000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041317e+01 1.969567e+00 0.000000e+00 2.743114e+01 0.000000e+00 0.000000e+00 4.674717e+02 0.000000e+00 0.000000e+00 8.288435e+02 0.000000e+00
2.820000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041314e+01 1.969568e+00 0.000000e+00 2.743066e+01 0.000000e+00 0.000000e+00 4.674752e+02 0.000000e+00 0.000000e+00 8.288456e+02 0.000000e+00
2.830000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041311e+01 1.969569e+00 0.000000e+00 2.743019e+01 0.000000e+00 0.000000e+00 4.674787e+02 0.000000e+00 0.000000e+00 8.288477e+02 0.000000e+00
2.840000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041309e+01 1.969570e+00 0.000000e+00 2.742971e+01 0.000000e+00 0.000000e+00 4.674821e+02 0.000000e+00 0.000000e+00 8.288498e+02 0.000000e+00
2.850000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041306e+01 1.969571e+00 0.000000e+00 2.742924e+01 0.000000e+00 0.000000e+00 4.674856e+02 0.000000e+00 0.000000e+00 8.288519e+02 0.000000e+00
2.860000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041303e+01 1.969572e+00 0.000000e+00 2.742876e+01 0.000000e+00 0.000000e+00 4.674890e+02 0.000000e+00 0.000000e+00 8.288540e+02 0.000000e+00
2.870000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041300e+01 1.969573e+00 0.000000e+00 2.742829e+01 0.000000e+00 0.000000e+00 4.674925e+02 0.000000e+00 0.000000e+00 8.288561e+02 0.000000e+00
2.880000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041297e+01 1.969574e+00 0.000000e+00 2.742781e+01 0.000000e+00 0.000000e+00 4.674960e+02 0.000000e+00 0.000000e+00 8.288582e+02 0.000000e+00
2.890000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041294e+01 1.969575e+00 0.000000e+00 2.742734e+01 0.000000e+00 0.000000e+00 4.674994e+02 0.000000e+00 0.000000e+00 8.288603e+02 0.000000e+00
2.900000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.041292e+01 1.969575e+00 0.000000e+00 2.742687e+01 0.000000e+00 0.000000e+00 4.675029e+02 0.000000e+00 0.000000e+00 8.288624e+02 0.000000e+00
2.910000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.040077e+01 1.969971e+00 0.000000e+00 2.459800e+01 0.000000e+00 0.000000e+00 4.675064e+02 0.000000e+00 0.000000e+00 8.288645e+02 0.000000e+00
2.920000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.040074e+01 1.969972e+00 0.000000e+00 2.459759e+01 0.000000e+00 0.000000e+00 4.675099e+02 0.000000e+00 0.000000e+00 8.288666e+02 0.000000e+00
2.930000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.040072e+01 1.969973e+00 0.000000e+00 2.459719e+01 0.000000e+00 0.000000e+00 4.675133e+02 0.000000e+00 0.000000e+00 8.288687e+02 0.000000e+00
2.940000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.040069e+01 1.969974e+00 0.000000e+00 2.459678e+01 0.000000e+00 0.000000e+00 4.675168e+02 0.000000e+00 0.000000e+00 8.288708e+02 0.000000e+00
2.950000e+02 2.549152e+04 1.274576e+04 2.000000e+00 1.354829e+03 6.774147e+02 2.000000e+00 1.189878e+02 6.040066e+01 1.969975e+00 0.000000e+00 2.459637e+01 0.000000e+00 0.000000e+00 4.675203e+02 0.000000e+00 0.000000e+00 8.288729e+02 0.000000e+00
